name,occurrences,essays
"Godoli Giovanni","2","Giovanni Godoli, «Il Sole. Storia di una stella»;"
"Goering Hermann","1","I ritratti del Duce;"
"Goethe Johann Wolfgang","8","Il mondo alla rovescia;La luce negli occhi;5. Molteplicità;Manniano all'incontrario;Junichiro Tanizaki, «Libro d'ombra»;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;La «Biblioteca romantica» Mondadori;Colloquio con Ferdinando Camon;"
"Gogh Vincent van","2","I beatniks e il «sistema»;I classici al Motel;"
"Gogol' Nikolaj Vasil'evič","18","Natura e storia nel romanzo;Definizioni di territori: il comico;Definizioni di territori: il fantastico;4. Visibilità;I piccoli uomini di Anton Cechov;Washington Irving;L'esattezza e il caso (per Tommaso Landolfi);Silvio Micheli, «Pane duro»;Felisberto Hernández, «Nessuno accendeva le lampade»;Risposte a 9 domande sul romanzo;«Le fiabe africane»;Racconti fantastici dell'Ottocento;«Amica ironia» di Guido Almansi;La «Biblioteca romantica» Mondadori;Taccuino di viaggio nell'Unione Sovietica 1952;Intervista di Maria Corti;"
"Goldmann Lucien","2","Filosofia e letteratura;Gian Carlo Ferretti, «Il best-seller all'italiana»;"
"Goldoni Carlo","2","Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Golgi Camillo","1","La luce negli occhi;"
"Gombrich Ernst","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);La luce negli occhi;"
"Gombrowicz Witold","1","Filosofia e letteratura;"
"Gómez de la Serna Ramón","1","3. Esattezza;"
"Gomulka Wladislaw","1","L'estate del '56;"
"Goncourt Jules de","2","Scrittori che disegnano;"
"Gor'kij Maksim","8","I capitani di Conrad;Risposte a 9 domande sul romanzo;Appunti per una collana di ricerca morale;La storia dei sette fratelli Cervi;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Goret J.","2","Per Fourier: II. L'ordinatore dei desideri;"
"Gorlier Claudio","8","Sul tradurre;"
"Goya y Lucientes Francisco","2","«Foglio di via» di Franco Fortini;Luis Buñuel;"
"Goytisolo Juan","1","Pavese, Carlo Levi, Robbe-Grillet, Butor, Vittorini...;"
"Gozzano Guido","4","«Il compagno»;Mancata fortuna del romanzo italiano;Un'antologia di racconti «neri»;Ricordo di Franco Antonicelli;"
"Gozzi Carlo","1","Il fantastico nella letteratura italiana;"
"Gozzi Gorini Paola","1","La tradizione popolare nelle fiabe;"
"Grainville Jean-Baptiste","2","Giovanni Macchia, «Le rovine di Parigi»;La filosofia di Raymond Queneau;"
"Gramigna Giuliano","1","Dino Buzzati;"
"Gramsci Antonio","17","Il midollo del leone;Tre correnti del romanzo italiano d'oggi;L'italiano, una lingua tra le altre lingue;La «Meditazione milanese»;La letteratura italiana sulla Resistenza;Questioni sul realismo;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;Celeste Negarville;Nord e Roma-Sud;Diario americano 1960;Forestiero a Torino;Autobiografia politica giovanile;Colloquio con Ferdinando Camon;Togliatti e De Gasperi;"
"Grass Günter","4","La sfida al labirinto;Non darò più fiato alle trombe;Filosofia e letteratura;«I figli della mezzanotte» di Salman Rushdie;"
"Grassi Antonio","1","Carlo Collodi, «Pinocchio»;"
"Grassi Corrado","1","Il dialetto;"
"Grassi Orazio","3","Pietro Redondi, «Galileo eretico»;"
"Gréco Juliette","1","La filosofia di Raymond Queneau;"
"Greco Leonardo","1","La tradizione popolare nelle fiabe;"
"Greco Lorenzo","1","Ricordo di Franco Antonicelli;"
"Green Henry","1","Pavese, Carlo Levi, Robbe-Grillet, Butor, Vittorini...;"
"Gregorovius Ferdinand","1","La «Einaudi Biblioteca Giovani»;"
"Greimas Algirdas Julien","8","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);La letteratura come proiezione del desiderio (Per l'«Anatomia della critica» di Northrop Frye);La macchina spasmodica;In memoria di Roland Barthes;La tradizione popolare nelle fiabe;Colloquio con Ferdinando Camon;"
"Grey Zane","1","Joseph Conrad scrittore poeta e uomo di mare;"
"Grignani Maria Antonietta","1","Ricordo di Lucio Mastronardi;"
"Grimm Jacob","17","Vladimir Ja. Propp, «Le radici storiche dei racconti di fate»;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;La tradizione popolare nelle fiabe;Sette fiasche di lacrime;"
"Grimm Ludwig","1","«Le fiabe del focolare» di Jacob e Wilhelm Grimm;"
"Grimm Wilhelm","17","Vladimir Ja. Propp, «Le radici storiche dei racconti di fate»;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;La tradizione popolare nelle fiabe;Sette fiasche di lacrime;"
"Groddeck Georg Walter","1","La conoscenza pulviscolare in Stendhal;"
"Gromo Mario","1","Charlot e i finti tonti;"
"Gros Antoine Jean","1","Un romanzo dentro un quadro;"
"Grün Karl","1","Per Fourier: II. L'ordinatore dei desideri;"
"Guadalupi Gianni","1","L'arcipelago dei luoghi immaginari;"
"Guareschi Giovanni","1","Krasavcenko sereno, Giannini neofita, Bing Crosby teologo;"
"Guarnieri Silvio","4","Guarnieri o della salvezza terrena;"
"Guastella Serafino Amabile","16","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;«Mimi siciliani» di Francesco Lanza;La tradizione popolare nelle fiabe;"
"Gudibert Pierre","1","Per Fourier: II. L'ordinatore dei desideri;"
"Guerra Tonino","1","«E la nave va» di Federico Fellini;"
"Guerrazzi Francesco Domenico","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Guglielmi Angelo","7","La sfida al labirinto;Un progetto di pubblico;Corrispondenza con Angelo Guglielmi a proposito della «Sfida al labirinto»;"
"Guglielmo II- Kaiser","1","Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;"
"Guglielmo III d'Orange","1","Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;"
"Guicciardi Elena","1","«L'insostenibile leggerezza dell'essere» di Milan Kundera;"
"Guiness Alee","1","La paura di sbagliare;"
"Guinizelli Guido","1","1. Leggerezza;"
"Gustavo Adolfo- re di Svezia","1","Pietro Redondi, «Galileo eretico»;"
"Gutenberg Giovanni (Johann Gensfleisch)","1","Il libro, i libri;"
"Guttuso Renato","2","Celeste Negarville;Autobiografia politica giovanile;"
"Gyllenberg Carl","1","La paura di sbagliare;"
"Hamer Robert","2","La paura di sbagliare;Gli amori difficili dei romanzi coi film;"
"Hamsun Knut","1","I capitani di Conrad;"
"Handke Peter","1","Mondo scritto e mondo non scritto;"
"Hanska Ewelina (Mme Balzac)","3","La città-romanzo in Balzac;Honoré de Balzac, «I piccoli borghesi»;"
"Hardy Oliver","1","Gianni Celati, «Comiche»;"
"Hardy Thomas","2","La «Biblioteca romantica» Mondadori;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Harley Robert","1","Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;"
"Harris Marvin","7","«Cannibali e re» di Marvin Harris;Carlo Ginzburg, «Spie: radici di un paradigma indiziario»;"
"Haslam Arthur","1","«Fato antico e fato moderno» di Giorgio de Santillana;"
"Hass Hans","1","L'avventura sottomarina;"
"Haussmann Georges Eugène","1","Giovanni Macchia, «Le rovine di Parigi»;"
"Havel Václav","1","Filosofia e letteratura;"
"Hawks Howard","1","Diario di uno scrittore in giuria;"
"Hawthorne Nathaniel","15","Tre correnti del romanzo italiano d'oggi;Per Fourier: I. La società amorosa;Per Fourier: II. L'ordinatore dei desideri;4. Visibilità;Appendice: Cominciare e finire;Washington Irving;Mark Twain, «L'uomo che corruppe Hadleyburg»;Fruttero & Lucentini, «Il palio delle contrade morte»;Sherwood Anderson scrittore artigiano;Racconti fantastici dell'Ottocento;Il fantastico nella letteratura italiana;La «Biblioteca romantica» Mondadori;La mia città è New York;"
"Hegel Georg Wilhelm Friedrich","14","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Per Fourier: II. L'ordinatore dei desideri;Gli dèi della città;Pasternak e la rivoluzione;La filosofia di Raymond Queneau;Queneau «I fiori blu»;Una mostra di William Turner;Diario americano 1960;"
"Heine Heinrich","2","La «Biblioteca romantica» Mondadori;Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;"
"Heisenberg Werner","1","Autobiografia politica giovanile;"
"Heisenbüttel Helmut","1","Lettera di uno scrittore «minore»;"
"Helmholtz Hermann Ludwig Ferdinand","1","Ilya Prigogine e Isabelle Stengers, «La nuova alleanza»;"
"Helvétius Jean-Claude-Adrien","2","Per Fourier: II. L'ordinatore dei desideri;Giammaria Ortes;"
"Hemingway Ernest","35","Natura e storia nel romanzo;Tre correnti del romanzo italiano d'oggi;La sfida al labirinto;Vittorini: progettazione e letteratura;Filosofia e letteratura;Defoe: «Robinson Crusoe», il giornale delle virtù mercantili;Senofonte, «Anabasi»;Luigi Davì, l'operaio che scrive racconti;Hemingway e noi;Pasternak e la rivoluzione;Le sorti del romanzo;Questioni sul realismo;Risposte a 9 domande sul romanzo;«Le fiabe africane»;Appunti per una collana di ricerca morale;Furti ad arte (conversazione con Tullio Pericoli);Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;Diario dell'ultimo venuto;Questionario 1956;La mia città è New York;"
"Hennequin Vietar","1","Per Fourier: II. L'ordinatore dei desideri;"
"Henry O. (William Sydney Porter)","1","Indice dei nomi;"
"Herder Johann Gottfried","1","Il patrimonio dei draghi;"
"Hernández Felisberto","6","Definizioni di territori: il fantastico;Le avventure di tre orologiai e di tre automi;Felisberto Hernández, «Nessuno accendeva le lampade»;"
"Herzen Aleksandr Ivanovič","1","Appunti per una collana di ricerca morale;"
"Heubeck Alfred","2","Le Odissee nell'Odissea;"
"Hitler Adolf","11","Lettera a Pratolini sul «Metello»;«Turbare l'universo» di Freeman Dyson;«Lo sguardo da lontano» di Claude Lévi-Strauss;Grassi e magri;Il tramonto della luna;Taccuino di viaggio nell'Unione Sovietica 1952;Autobiografia politica giovanile;Sono stato stalinista anch'io?;I ritratti del Duce;"
"Hobbes Thomas","1","Giammaria Ortes;"
"Hoffmann Ernst Theodor Amadeus","19","Definizioni di territori: il fantastico;Scrittori che disegnano;Carlo Collodi, «Pinocchio»;Washington Irving;Dino Buzzati;Fruttero & Lucentini, «Il palio delle contrade morte»;Felisberto Hernández, «Nessuno accendeva le lampade»;Racconti fantastici dell'Ottocento;Il fantastico nella letteratura italiana;La «Biblioteca romantica» Mondadori;"
"Hofmannsthal Hugo von","4","3. Esattezza;L'esattezza e il caso (per Tommaso Landolfi);Il fantastico nella letteratura italiana;"
"Hofstadter Douglas","3","4. Visibilità;«Amica ironia» di Guido Almansi;"
"Holanda Francisco de","2","La penna in prima persona (Per i disegni di Saul Steinberg);Palomar e Michelangelo;"
"Holbein Hans- il Giovane","1","Julio Cortázar, «Storie di cronopios e di famas»;"
"Hölderlin Johann Christian Friedrich","1","Del prendere posizione;"
"Hollier Denis","1","La filosofia di Raymond Queneau;"
"Hopper Edward","1","I classici al Motel;"
"Horkheimer Max","2","Due interviste su scienza e letteratura;Colloquio con Ferdinando Camon;"
"Hugo Victor","10","La sfida al labirinto;Un progetto di pubblico;Un romanzo dentro un quadro;Scrittori che disegnano;La città-romanzo in Balzac;L' «Isola del tesoro» ha il suo segreto;Giovanni Macchia, «Le rovine di Parigi»;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Huizinga Johan","2","Umanesimo e marxismo;Autobiografia politica giovanile;"
"Humboldt Wilhelm von","1","5. Molteplicità;"
"Huss Giovanni","1","Pietro Redondi, «Galileo eretico»;"
"Husserl Edmund","2","«Saggi sull'amore» di Ortega y Gasset;Intervista di Alberto Arbasino;"
"Huxley Aldous Leonard","4","Il midollo del leone;La sfida al labirinto;Filosofia e letteratura;Per Fourier: III. Commiato. Utopia pulviscolare;"
"Huysmans Joris Karl","2","Poe tradotto da Manganelli;L'esattezza e il caso (per Tommaso Landolfi);"
"Hyman Stanley E.","1","La letteratura come proiezione del desiderio (Per l'«Anatomia della critica» di Northrop Frye);"
"Ibsen Henrik","1","Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Il'f Il'ja (Fajnzil'berg Il'ja Arnol'dovič)","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Imbriani Vittorio","2","La tradizione popolare nelle fiabe;Un'antologia di racconti «neri»;"
"Inagachi Tarufo","1","La luna corre dietro alla luna;"
"Incisa Vincenzo","1","Il carnevale;"
"Ingrao Pietro","1","Celeste Negarville;"
"Ingres Jean Auguste Dominique","3","La città-romanzo in Balzac;La squadratura (per Giulio Paolini);"
"Interlandi Vanni","2","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Ionesco Eugène","1","Il mare dell'oggettività;"
"Ippolito F.G.","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Irving Washington","9","2. Rapidità;Washington Irving;Henry James, «Daisy Miller»;Racconti fantastici dell'Ottocento;"
"Isgrò Michele","1","Celeste Negarville;"
"Jaccard Christian","1","Ditelo coi nodi;"
"Jacob François","1","Che cosa vuol dire «rispettare la vita»;"
"Jacobsen Jens Peter","1","La «Biblioteca romantica» Mondadori;"
"Jahier Piero","4","Joseph Conrad scrittore poeta e uomo di mare;I capitani di Conrad;Cento anni di Maupassant;«Mimi siciliani» di Francesco Lanza;"
"Jakobson Roman","4","I cinque tavoli di Stevenson;Gianni Rodari;La tradizione popolare nelle fiabe;«Lo sguardo da lontano» di Claude Lévi-Strauss;"
"James Henry","25","Definizioni di territori: l'erotico (Il sesso e il riso);1. Leggerezza;4. Visibilità;Joseph Conrad scrittore poeta e uomo di mare;I capitani di Conrad;Henry James, «Daisy Miller»;I cinque tavoli di Stevenson;«Il dottor Jekyll» tradotto da Fruttero & Lucentini;Fruttero & Lucentini, «Il palio delle contrade morte»;«Porfiria» di Silvina Ocampo;La filosofia di Raymond Queneau;Racconti fantastici dell'Ottocento;Il fantastico nella letteratura italiana;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;Quaderno americano;Diario americano 1960;"
"James William","1","Racconti fantastici dell'Ottocento;"
"Janovic Strada Clara","1","La tradizione popolare nelle fiabe;"
"Jansz Post Franz","1","Com'era nuovo il Nuovo Mondo;"
"Jaquet-Droz Henri-Louis","2","Le avventure di tre orologiai e di tre automi;"
"Jaquet-Droz Pierre","3","Le avventure di tre orologiai e di tre automi;"
"Jarrell Randall","2","Marianne Moore;"
"Jarry Alfred","8","Definizioni di territori: il comico;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Due interviste su scienza e letteratura;5. Molteplicità;In memoria di Sergio Solmi;La filosofia di Raymond Queneau;Colloquio con Ferdinando Camon;"
"Jaspers Karl","2","L'antitesi operaia;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;"
"Jefferson Thomas","1","Cartoline dall'America;"
"Jefford Barbara","1","«E la nave va» di Federico Fellini;"
"Jerome Jerome Klapka","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Jesi Maria","1","«La Linea d'ombra» di Joseph Conrad;"
"Johnson Uwe","4","La sfida al labirinto;Non darò più fiato alle trombe;Vittorini: progettazione e letteratura;Filosofia e letteratura;"
"Joliot-Curie Frédéric","1","Elezioni e cultura;"
"Jolles André","4","La tradizione popolare nelle fiabe;"
"Jones Jim","1","Le età dell'uomo;"
"Joppolo Beniamino","1","Un'antologia di racconti «neri»;"
"Jotti Nilde","1","Gianni Rodari;"
"Jovine Francesco","1","Ricordo di Fortunato Seminara;"
"Joyce James","25","Il midollo del leone;Natura e storia nel romanzo;Il mare dell'oggettività;Tre correnti del romanzo italiano d'oggi;La sfida al labirinto;Filosofia e letteratura;5. Molteplicità;II «Pasticciaccio»;Manniano all'incontrario;Perec, «La vita istruzioni per l'uso»;Raymond Queneau, «Pierrot amico mio»;La filosofia di Raymond Queneau;La «Biblioteca romantica» Mondadori;Il libro, i libri;Mondo scritto e mondo non scritto;Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;Cartoline dall'America;"
"Joyce Stanislaus","1","Cartoline dall'America;"
"József Attila","1","Primo Levi, «La ricerca delle radici»;"
"Juana Inés de la Cruz","1","Omaggio a Octavio Paz;"
"Jung Carl Gustav","3","2. Rapidità;4. Visibilità;Ricordo di Bobi Bazlen;"
"Kafka Franz","27","Il midollo del leone;Natura e storia nel romanzo;Tre correnti del romanzo italiano d'oggi;La sfida al labirinto;Filosofia e letteratura;Definizioni di territori: il fantastico;I livelli della realtà in letteratura;1. Leggerezza;«Il dottor Jekyll» tradotto da Fruttero & Lucentini;Manniano all'incontrario;Pasternak e la rivoluzione;Perec, «La vita istruzioni per l'uso»;Raymond Queneau, «Pierrot amico mio»;La filosofia di Raymond Queneau;«Le botteghe color cannella» di Bruno Schulz;Letteratura, città aperta?;Risposte a 9 domande sul romanzo;Racconti fantastici dell'Ottocento;Il fantastico nella letteratura italiana;La «Einaudi Biblioteca Giovani»;Perché leggere i classici;Mondo scritto e mondo non scritto;Intervista di Alberto Arbasino;La mia città è New York;Intervista di Maria Corti;"
"Kaiser Georg","1","Silvio Micheli, «Pane duro»;"
"Kandinskij Vasilij","3","Natura e storia nel romanzo;Il mare dell'oggettività;Furti ad arte (conversazione con Tullio Pericoli);"
"Kant Immanuel","11","Due interviste su scienza e letteratura;Per Fourier: II. L'ordinatore dei desideri;3. Esattezza;5. Molteplicità;II cielo, l'uomo, l'elefante (su Plinio il Vecchio);La «Meditazione milanese»;II «Pasticciaccio»;Umanesimo e marxismo;Ilya Prigogine e Isabelle Stengers, «La nuova alleanza»;"
